merchant,category,amt,lat,long,trans_num,merch_lat,merch_long,cc_num
fraud_Klein Group,entertainment,5.49,40.8618,-85.6067,de0d8b16b7edb5e1e8c208a8fe313548,40.43049,-85.211133,213161869125933
fraud_Thiel-Thiel,entertainment,21.51,32.5104,-86.8138,0a8e6ba789d525a95741da3e66d3fae8,31.627483,-86.052255,36722699017270
fraud_Renner Ltd,home,108.34,31.571,-86.2743,30cfa630d380896c3e55400683a33be5,31.991525,-85.918159,5127412150261034
fraud_Pouros-Conroy,shopping_pos,7.56,42.247,-73.7552,e7bcbec9eb6e7cb5da6a997efae9e350,42.147355,-74.086545,4069975342931683
"fraud_Ledner, Hartmann and Feest",health_fitness,70.95,44.2541,-68.5565,b59bbac0b5cac0dc06d97f4866edf7f5,44.892284,-67.696852,60416207185
fraud_Schuppe LLC,entertainment,7.73,42.32,-78.0943,047a16d34637d7c6104da4751f7842c9,43.055911,-78.5061,4810789809665942990
fraud_Champlin-Casper,home,109.88,38.5662,-121.3286,c303e5335f5079610ad5c67ae043882e,37.933185,-121.377611,4223708906367574214
fraud_Goyette-Gerhold,kids_pets,40.63,42.0158,-73.2913,2beb72ca07100bfa2d77fe82157a4ac4,41.670636,-72.796633,3589255887819806
"fraud_Kihn, Abernathy and Douglas",shopping_net,4.69,33.8396,-96.3648,12712f97e095829371d6aa1537bf1aa1,34.667878,-96.539902,3599237318576484
"fraud_Stanton, Jakubowski and Baumbach",shopping_net,2.84,32.2779,-97.2351,8f566427ab7c38d254851fd276f72b24,33.27705,-96.75969,4613314721966
fraud_Haley Group,misc_pos,26.79,40.3207,-110.436,6dafa8adbb52fcb6c5ed04c36c189672,40.427773,-110.45888,30518196150127
"fraud_Larkin, Stracke and Greenfelder",entertainment,59.33,35.2563,-111.95,0f87a4049c033d2f90bd79e55185584b,35.271473,-112.678922,4181833256558613886
fraud_Padberg-Sauer,home,63.29,40.8798,-73.9067,e354a4d77630a0ea4fb491664151d1cd,41.879315,-73.572825,6564459919350820
fraud_Nolan-Williamson,kids_pets,135.02,35.2289,-88.644,9adbe2cc38febf704522bb931641c4b2,34.928754,-89.283126,4173950183554608
fraud_Terry-Huel,shopping_net,8.1,39.6251,-82.7552,541011cd8872de2459a68cb2518c8791,39.02483,-82.412508,4003989662068504
"fraud_Moore, Williamson and Emmerich",home,26.88,37.9931,-100.9893,ee4e51003be6024b8048fc24f42d2693,38.423349,-100.93466,4412720572684931
"fraud_Windler, Goodwin and Kovacek",home,116.47,42.5164,-82.9832,6dec6e8faf703d8b531a9adff02b864b,43.208604,-82.121373,3577794103155425
fraud_Cummerata-Hilpert,entertainment,11.05,43.033,-77.1575,7865406a84b8ae8948ede2687a8baf50,43.74394,-76.876276,4451952084362894
fraud_Hackett Group,travel,6.22,41.0767,-74.5982,116301dce011c7a0190696720339620d,41.041988,-73.652938,3520550088202337
fraud_Klein Group,entertainment,2.76,40.6267,-96.7456,77c6a5243be4c8f375d51919acf78989,40.306748,-96.770604,2283743876903625
fraud_Turner and Sons,shopping_pos,4.46,45.604,-94.1591,b53d957967b58e5f7e1e7c08c5fe866a,45.053904,-93.82173,180046765320457
fraud_Runte-Mohr,food_dining,48.41,33.3224,-86.9657,59f282cfb4191045b9c1e01b69908e96,32.398099,-87.384321,4294930380592
"fraud_Bahringer, Schoen and Corkery",shopping_pos,135.58,38.8874,-91.7689,b43dbd9b8c3d8509955f2e4daf1a0e0d,38.812819,-91.53524,3549202406645667
fraud_Labadie LLC,personal_care,16.64,45.8433,-113.8748,190e4e782bc2a76bde6e7dbe1a18d70f,46.732692,-113.187453,343668971234893
fraud_Lubowitz-Walter,kids_pets,50.32,33.6666,-101.5277,14c5391fed5c7200b5d4027e6866d1af,33.952355,-100.916334,371009169330125
"fraud_Witting, Beer and Ernser",home,123.59,29.3641,-98.4924,d80ca68fce1ec904dc603890cc788190,28.888155,-99.035728,4755696071492
"fraud_Schumm, McLaughlin and Carter",food_dining,38.18,44.4971,-67.9503,253e8ffa00a9e4f9a45c050e33d5f407,43.72236,-68.399601,30596478689301
fraud_Kling-Ernser,entertainment,109.25,41.5686,-83.3632,504d6dfe35cfff5f44b97d0d4212b2a8,42.395348,-83.69708,4228411452607671
"fraud_Schumm, McLaughlin and Carter",food_dining,49.35,34.7437,-102.5064,1f11799fee64d8ca6bd826152387387d,35.219858,-103.435715,4792627764422477317
fraud_Schiller Ltd,personal_care,159.73,44.5274,-93.0196,2681d11a805fe60089a5c8faacbf88bf,45.526158,-93.270873,4344955088481397
fraud_Schuppe-Schuppe,food_dining,4.66,41.0109,-81.2977,5991327c4631fef4e8d4754be562cc2c,41.700131,-81.791089,3582754887089201
"fraud_Hettinger, McCullough and Fay",home,4.76,40.0246,-79.6955,df5a5543533caf10ac7cfc9e302f2c14,39.305018,-79.558079,5289285402893489
"fraud_Yost, Schamberger and Windler",kids_pets,9.37,41.0036,-78.1104,66dfc4619bb7ac97fe865e116958de02,40.524384,-78.49505,376445266762684
fraud_Mayert Group,shopping_pos,20.19,44.6087,-74.9732,ae5172775066cf2e726adcb42756c70f,43.946428,-74.177508,4908846471916297
fraud_Rau-Grant,kids_pets,8.7,37.3712,-89.1349,be62a4f9d31439a8b0d88ccf93aa4024,36.76641,-89.721728,342035762534413
fraud_Fahey Inc,kids_pets,16.32,33.0771,-99.959,5e5dbbcd8c739d46a322bd15b7e4a50b,32.423602,-99.694002,4335531783520911
fraud_Champlin-Casper,home,57.14,41.55,-87.4569,2c8afb18a12f47d3ba65dfead1e2fd36,42.217825,-87.892181,3513618443244549
fraud_Kilback Group,food_dining,2.49,32.9413,-81.1807,6624ecb1fedd01f62880c3ad837d8d54,32.244848,-81.437004,3573030041201292
fraud_Skiles LLC,home,82.42,41.5744,-75.5881,2bb36a66058f404e692ba84500948349,40.596365,-75.522817,3591919803438423
fraud_Bins-Howell,personal_care,48.71,35.2563,-111.95,0affd485f842c4ed11038cf836232e5c,34.667313,-112.335784,6011948324228984
fraud_Ebert-Daugherty,travel,616.78,37.1046,-83.5706,72c9c077db0cb14cc2720c5efe8bc049,37.331804,-84.156771,4601636330889
"fraud_Hayes, Marquardt and Dibbert",misc_net,9.79,44.3346,-73.098,e24f72c3bf3e1e90f2280d6357115d29,44.019518,-73.797242,4605902936394
fraud_Terry Ltd,home,43.08,48.6669,-96.5969,4be7bae3487b73ef9d1ecede7d310b40,49.579289,-97.163384,30364087349027
fraud_Osinski Inc,personal_care,62.8,43.2893,-97.1904,546c4abf00eafb12ec5b725b495755c1,44.154717,-97.489338,180084576295055
fraud_Zulauf LLC,personal_care,27.87,37.0581,-86.1938,afc948c7f52fd5c9ea60882a5b3bfe9c,36.765301,-86.181291,630451534402
"fraud_Nienow, Ankunding and Collier",misc_pos,9.99,45.6675,-93.2433,aa0446e3b22769366579cdff65816f29,46.210552,-94.23198,4102003771126577611
fraud_Goyette-Gerhold,kids_pets,17.15,33.9659,-80.9355,2ba65201d0c9119227e27b6640ff4415,34.235448,-81.649282,4191109180926792
fraud_Dibbert-Green,entertainment,108.45,41.8948,-73.9767,eb28a63dc4e64b8855667cb4b9c5c60f,42.207797,-73.825392,30501624614310
"fraud_Hoppe, Harris and Bednar",entertainment,14.3,36.385,-98.0727,0a6fcea0ec03e68d00dd034e77a4e37a,35.975096,-98.400966,676309913934
fraud_Abernathy and Sons,food_dining,88.36,36.2395,-95.9596,b62596f8ed4e7878b779d839236abd8d,35.39391,-96.117102,375848982312810
"fraud_Turcotte, Batz and Buckridge",health_fitness,2.3,40.4971,-82.8342,26866e18e766431bd6dc764ef1b8f8b8,40.577047,-82.686392,6547670341037171
fraud_Friesen Ltd,health_fitness,28.09,33.1194,-83.8235,5d77ca91d374bc7bbdab6f07cce3d6c0,33.411109,-83.09721,6538441737335434
fraud_Heaney-Marquardt,entertainment,69.98,38.4207,-79.4629,bdaf5514ac24e5e0d5aa0d8da2573971,39.282816,-79.740551,3560318482131952
"fraud_Watsica, Haag and Considine",shopping_pos,11.11,38.8881,-104.6556,b889780b6f233fd179be5f6c567f6e2f,38.134385,-104.982515,3585052663373890
fraud_Gibson-Deckow,entertainment,140.4,40.6152,-74.415,e42b4249e5c2d0358ca9c37a8aae18ae,39.788867,-74.399571,5130484058948421
fraud_Kilback Group,food_dining,5.09,45.7801,-111.1439,7ea8667214efa626dfaf341f0eeb3898,45.13787,-111.016312,2248348993063230
fraud_Windler LLC,kids_pets,86.52,37.9931,-100.9893,0d76e8ba661e7c3bd8ac3421343c355a,37.676917,-100.864958,377113842678100
fraud_Brown Inc,kids_pets,42.32,41.2153,-90.9879,2aaec19f82e2cad408195bf48588aff8,40.651547,-91.37384,2288813824604479
fraud_White and Sons,home,29.57,42.1001,-73.3611,5dc1b9f60a1144f72751e9467f80fdd2,41.390859,-72.892377,4189814094741
"fraud_Bernhard, Grant and Langworth",shopping_pos,3.19,37.3272,-91.0243,74bdf69b7239d597012eb642e66a43e4,36.334242,-90.671175,4809701904914
fraud_Fadel-Hilpert,health_fitness,6.63,43.4512,-71.489,dd94672726ea9ffa65f72d037104a32a,42.646782,-71.910757,345389171551808
"fraud_Turner, Ziemann and Lehner",food_dining,53.05,40.6729,-73.5365,1a1e3b4d32da09270d41336423693304,41.645151,-74.148344,6595970453799027
fraud_Fritsch LLC,travel,7.62,39.5723,-90.2379,6fc9e11a22f8f5c28d6e45b38c808206,40.465173,-90.117516,3586008444788268
fraud_Lesch Ltd,shopping_pos,4.08,30.4066,-91.1468,42de431a08871400aa8a7b3eb09ea65d,31.115471,-91.412284,2610529083834453
fraud_Botsford and Sons,home,89.46,40.3673,-79.1605,d4b676be6106775fc2e6b52a1d26af2c,40.213272,-79.094161,6526448584969862
fraud_Daugherty LLC,kids_pets,9.66,33.8155,-112.1202,a84fe990e82fd42218c66ec2c811bd91,33.58007,-112.74485,346273234529002
fraud_Zulauf LLC,personal_care,8.2,43.921,-122.7806,89e90a5533f567b5b98081bd5a4f7694,44.45987,-123.59791,4292902571056973207
"fraud_Lang, Towne and Schuppe",kids_pets,31.88,26.7197,-80.1248,8a0d57e589126ab87f1f53b3a4028bc9,25.804225,-79.240218,2719496466799416
"fraud_Labadie, Treutel and Bode",shopping_net,16.83,37.7418,-80.4626,8c4df8b92b40506609b81e416c52923d,36.807586,-80.715879,3524574586339330
"fraud_Hodkiewicz, Prohaska and Paucek",travel,8.04,42.9207,-91.0685,60453392bfbf09eb2562d40ef1436b6f,42.184652,-91.389132,639095706599
fraud_Schmidt and Sons,shopping_net,3.53,35.8985,-97.2607,861add81caf368fc2845fe1902d4db22,36.487076,-97.726311,6506116513503136
fraud_Botsford and Sons,home,82.29,43.7185,-72.4439,a3d93601a4f2e7f174d4f28ae89082b9,43.582131,-73.067107,4788103653396
fraud_Jast-McDermott,shopping_pos,4.99,32.9413,-81.1807,680c0a2c443cca100b636d02dab491a2,32.100179,-80.589463,4633065159406313
fraud_Bogisich-Weimann,kids_pets,14.31,34.4793,-87.4769,79eb60baa27e217e22b049781df3200a,35.123085,-88.391919,4306630852918
"fraud_Runte, Green and Emard",health_fitness,27.23,40.2236,-76.538,ad8ce294ea88252199d981b8655b7318,40.862396,-76.648601,180081032825079
fraud_Metz-Boehm,shopping_pos,1.28,41.9404,-124.1587,bc84157510cfb66141dcb85fcd9d4f5e,42.697912,-124.294312,180058696935600
fraud_Leannon-Ward,food_dining,11.88,37.9048,-86.524,d5d343b0edbafe8f9dfa05eda6f54962,37.228601,-85.795093,4169759661243568
fraud_Gleason and Sons,kids_pets,22.6,37.1349,-77.7364,7ba12bd0e64053a824cde9aad099cbd6,36.728759,-76.913618,4917187576956394
"fraud_Prosacco, Kreiger and Kovacek",home,7.88,41.1901,-74.0436,da203f9bd71b17b11fa0ea08111db37f,42.064476,-73.290738,213191402330021
fraud_Kub PLC,personal_care,12.51,26.6939,-81.9452,ed25ee7fd59fb7f32e81dfff158b459b,27.088475,-81.986974,4294040533480516
fraud_Swift PLC,kids_pets,8.21,34.2853,-91.3336,a607dff7effd26a192221ee6f3b2bbbf,34.190091,-90.727797,3508104404056005
fraud_Little-Gleichner,travel,8.0,41.2001,-92.1354,2529cf5fed9fc82e5afd7ba7956192c3,40.791981,-92.443605,38052002992326
"fraud_Witting, Beer and Ernser",home,150.67,41.2496,-73.9446,69e4284e3b67c6099b80705f45c52be1,41.875655,-74.531752,180049032966888
fraud_Dickinson Ltd,misc_pos,30.91,40.4971,-82.8342,74d2489fd6e8bf8dc68c96647ae9d0ae,40.524978,-82.960812,4208110975550360171
fraud_Stamm-Witting,shopping_net,5.72,41.2249,-85.0301,6d33c76bb39771ba696f008959183ee8,41.997698,-85.445299,4446368897795790
fraud_Klein Group,entertainment,31.07,38.5677,-109.5271,69e158622e98781212c91ea82ba24dda,38.352791,-109.843743,6011366578560244
"fraud_Zboncak, Rowe and Murazik",shopping_net,4.97,39.8936,-79.7856,56e470f0c95c734d2892d6dab6a67b3b,40.147014,-79.28142,4501449508569485
fraud_Baumbach Ltd,personal_care,127.36,33.7467,-117.1721,319496418cf69ab548a30f2bb4bc720d,34.527954,-116.63425,4990494243023
"fraud_Lowe, Dietrich and Erdman",kids_pets,18.49,33.6372,-96.6184,9c8d6287d2b0c351dbe81129aea77bc4,33.906352,-97.162914,4312133045694601139
"fraud_Walter, Hettinger and Kessler",personal_care,11.27,44.6001,-84.2931,04df6939392e30fd5a5a5f5b792711a6,44.124718,-83.670988,213174467670432
"fraud_Yost, Schamberger and Windler",kids_pets,66.95,46.0062,-86.2555,632e4a836ec213f83bc438d82565884f,45.313945,-86.560991,4810839835482794272
fraud_Crona and Sons,kids_pets,72.68,39.6747,-76.8941,55402874fe6f3ff28456d14e292362f5,40.613242,-75.909354,3530503964418806
"fraud_Hagenes, Kohler and Hoppe",food_dining,97.31,35.2229,-89.5518,46c3f565ff05150c5119345d63051f52,34.761276,-89.831101,3544606805704278
"fraud_Hermiston, Russel and Price",food_dining,8.65,44.0943,-69.4828,c01e6547d577c59c98cd02abe8c14490,43.296762,-69.139989,6011724471098086
fraud_Breitenberg-Hermiston,kids_pets,41.22,39.6662,-104.835,070b38851295d27b34021ba07511bcce,39.198809,-104.763499,6011706277606006
fraud_Auer LLC,personal_care,6.9,30.7148,-85.021,da520ef203cd0e17fd012985f28ad383,30.766627,-85.346714,6011305591981276
"fraud_Lakin, Ferry and Beatty",food_dining,80.39,33.0067,-117.069,7f870172d1250fc4ddd0246ac8a77411,33.8935,-117.491697,2254799658404120
fraud_Schaefer Ltd,kids_pets,81.72,44.232,-74.4905,f5753503732a1516334b5b0f4c3d20f8,44.046832,-74.911972,565399283797
fraud_Fritsch and Sons,health_fitness,9.85,27.5517,-81.8074,47bc2fdf398b56566c065e660bc406a1,27.460208,-81.449584,4170689372027579
"fraud_McDermott, Osinski and Morar",home,43.29,33.9568,-81.1405,e51173ff0d663d155e929c31e316440d,33.57844,-81.942616,4158758517677931
fraud_Watsica LLC,personal_care,225.57,37.1349,-77.7364,ecc527a19c22bb1a7eb688e423537ada,38.074619,-77.987773,583699482621
fraud_Bode-Rempel,kids_pets,103.25,40.817,-74.0,dcd4f6b0f980102a81715b60d7e583db,41.287315,-73.435957,344342339068828
fraud_Wilkinson PLC,kids_pets,52.02,46.4959,-90.4383,487b2cb3dc8dc3eb796826b0487e126a,47.144595,-90.873995,3518669219150142
fraud_Baumbach Ltd,personal_care,12.04,36.6659,-105.4694,3fefc6666dbac544964f80f32a3481de,36.414775,-105.78916,3597980945245815
fraud_Rau-Robel,kids_pets,80.3,37.6848,-85.8784,61b3b3327213935310a3b3c6f1a36d5a,37.516495,-85.788699,3563837241599446
fraud_Johns Inc,entertainment,17.63,38.7897,-93.8702,ce31f7706d315020e5ad647b3572fbe4,38.231984,-94.644215,375974680629816
fraud_Sporer-Keebler,personal_care,24.08,28.5697,-80.8191,f973f60a6dadf340aa57376d45582332,28.36155,-79.978259,2291163933867244
fraud_Denesik and Sons,shopping_pos,4.11,44.0575,-69.9656,a203615838660ec120ab66324f43a3fc,43.622253,-70.095343,4610050989831291
fraud_Altenwerth-Kilback,home,70.67,41.9404,-124.1587,9161d6105414f7326814af12d02a48f3,41.676433,-124.247384,30546453310167
fraud_Schmidt and Sons,shopping_net,9.23,48.2777,-112.8456,42b117ba7af17060e39ff638aa88cb29,48.014398,-112.420995,3585740823295298
fraud_Rempel Inc,shopping_net,120.3,34.5091,-92.4828,d51f9b2a5af74f37937cf1114e5ed6ae,34.392715,-93.277219,3533012926413100
"fraud_O'Connell, Botsford and Hand",home,13.14,40.813,-83.4196,41c5ee3e4cf8e10a8ec98ddf39a61638,40.316486,-83.986426,4342532437704183
"fraud_Lubowitz, Terry and Stracke",personal_care,60.32,30.5668,-90.482,82d1615b29e1f12c7b7191a6ee63fed0,29.957698,-89.910546,4859525594182537
"fraud_Turcotte, Batz and Buckridge",health_fitness,24.33,36.115,-84.0438,a80fa87ef9386a75951114ecd1596137,36.896482,-84.477121,4477156602511939689
fraud_Jakubowski Inc,home,13.73,41.1949,-89.4409,fa75b652dba22c256c8b55a473261000,41.235842,-89.011383,4561368699336875
fraud_Johns Inc,entertainment,69.15,37.1641,-96.6917,0a4c9c02b98f9130647acb4d06ed19a9,37.372987,-96.535377,36192615525683
fraud_Rau-Robel,kids_pets,17.11,37.7827,-80.3129,e2524340b0b30f8250f31b8094d9ddac,37.60741,-80.570564,180046165512893
fraud_Zboncak LLC,food_dining,62.7,38.5234,-120.6763,9817d855060ced69a42118b58ddfcc48,37.624915,-121.30098,3517527805128735
fraud_Boyer-Reichert,shopping_net,1.44,41.1826,-92.3097,13c73fa5343e4e38d2e03c4e9ff1cf6e,40.972735,-91.751609,676102124465
fraud_Boyer-Haley,travel,7.1,29.6047,-96.5249,2c3f7fe9fa0ad341fe01f1fd36f99a03,30.174235,-97.308911,213148039875802
"fraud_Conroy, Balistreri and Gorczany",health_fitness,15.18,35.2229,-89.5518,a749c6d7f2076084eb2ab00c4d6ceff9,35.59848,-89.139049,3560246577314524
fraud_Hilpert-Conroy,kids_pets,5.15,34.4596,-93.6743,74af1dacdcec6be4ee3020e08ce847b1,35.307443,-94.436163,4497451418073897078
fraud_Dietrich-Fadel,health_fitness,134.43,33.6751,-98.6576,a176cb1d23bf85e724cfc54af650b5fd,34.107209,-98.779037,4044436772018844508
fraud_Stark-Koss,home,6.84,44.232,-74.4905,80cf2a482339c12f64bd820cf019ed15,44.436289,-75.278759,4384910379661778
fraud_Jast and Sons,food_dining,32.93,40.0897,-74.9781,15ff97f9a45b301bd284294531c3695a,39.645062,-75.197909,3528407217576457
"fraud_Pouros, Walker and Spencer",kids_pets,127.81,37.0581,-86.1938,bb6a03f5149329c2d4107488f0581263,37.047803,-86.204796,3597926034019603
"fraud_Hills, Hegmann and Schaefer",health_fitness,5.29,34.9572,-81.9916,300d7608eeda8a043b872346c7edabea,35.098716,-81.147976,2222001896600109
fraud_Leffler-Goldner,personal_care,5.5,38.4921,-85.4524,7eb43c0905ab91296efec9fccbcf5996,39.252294,-84.823084,30510856607165
fraud_Swift PLC,kids_pets,65.94,34.3091,-78.3372,a0328f5a24ed0f7818a2eb1b09f7a883,35.266746,-78.291565,6011399591920186
fraud_Padberg-Sauer,home,34.4,44.0978,-72.0191,2c064eda2cc2a0d16ac8eba364fbdd5b,44.463591,-71.752645,5152054598359927
"fraud_Haley, Jewess and Bechtelar",shopping_pos,6.74,42.9373,-87.9943,87e41b7e8eaf5cb81fb2eb2d1c447164,42.368731,-87.663919,4822367783500458
fraud_Price Inc,shopping_net,9.39,39.9347,-86.1633,0bef86fb6b7841de6b3a1f03e6a46a59,40.865278,-85.874939,4906628655840914250
fraud_Predovic Inc,shopping_net,410.26,34.2853,-91.3336,3ae8fcba01dcce1addf38d431709a27a,34.026622,-90.39814,6011693194885790
"fraud_Weber, Thiel and Hammes",kids_pets,7.24,36.802,-87.8286,542c20751173a9baa3e0cde22ae941e6,37.279222,-87.76675,370818583810103
"fraud_Torp, Muller and Borer",health_fitness,26.86,40.4109,-74.238,1b4f4716b2c83edfe4ad70d21d8705c7,40.790654,-74.221576,4629451965224809
fraud_McGlynn-Jaskolski,misc_pos,4.56,34.1556,-118.2322,47ab98dca0763a8dac0cbe157dc29b36,33.456802,-119.006462,346208242862904
"fraud_Turcotte, McKenzie and Koss",entertainment,59.98,38.4305,-90.387,a03c870510866bbd240f21b02cc5cb52,38.28496,-89.738369,567868110212
"fraud_Lakin, Ferry and Beatty",food_dining,54.92,30.251,-92.5002,8df9832535bf25a05b3f5bde8f3656ed,30.022461,-93.047689,4900628639996
"fraud_Romaguera, Wehner and Tromp",kids_pets,51.04,33.9568,-81.1405,9ebf2ea1c1df58c5e8f3c692d6dca8b2,34.141321,-80.84694,180018375329178
"fraud_Cormier, Stracke and Thiel",entertainment,71.61,41.0552,-110.1603,9ca85205d97fd1784278d643f16bd721,41.084306,-110.069399,213114122496591
"fraud_Ledner, Hartmann and Feest",health_fitness,82.56,34.0443,-118.2509,124d21a8a8847336ec04c2960097adaf,34.361182,-118.828684,3502377050801561
fraud_Cartwright PLC,kids_pets,52.71,37.7175,-112.4777,73d2e1ce4c2bc90694e9040ec48d4376,37.075147,-111.75348,675961917837
"fraud_Baumbach, Feeney and Morar",shopping_net,7.22,41.1558,-101.136,f5c250b45b8efc2bedaae8c73dc33a1c,40.772463,-100.373567,3547574373318979
fraud_Lesch Ltd,shopping_pos,5.34,29.7736,-95.4034,7d0253ecf9ce7c8a055a5883fdf8b780,29.890394,-95.20695,4550599031376731
fraud_Macejkovic-Lesch,shopping_pos,42.11,39.7417,-93.6289,06250075f7b1b202fe91831015fa97f4,39.305216,-94.038975,6539653032686894
"fraud_Moore, Williamson and Emmerich",home,69.82,41.5378,-88.0572,dde4bc7b0992e96408ba0071ef732d1e,42.337226,-88.525018,30235438713303
fraud_Reichel LLC,personal_care,8.88,41.55,-87.4569,23b2429aecf0d2429a0c355a38ae0276,40.648415,-87.849405,3551512895305309
"fraud_Lowe, Dietrich and Erdman",kids_pets,30.57,32.8463,-96.6972,f7748be90c2eb7a816c2d89d3ccee23d,32.560811,-95.949342,4358137750029944984
"fraud_Lowe, Dietrich and Erdman",kids_pets,48.86,33.1194,-83.8235,596bbdc7dfce874b7394c899231fd547,32.350494,-84.457552,4365382885912355
fraud_Hills-Boyer,personal_care,73.29,36.6704,-93.0377,28b5b0651be435149b514b2fe3219c66,36.774125,-93.681779,4658117080136
fraud_Hackett Group,travel,2.65,44.3346,-73.098,2dec414a7a9822a32045562fb9b5b561,44.791363,-73.66597,30360260465747
fraud_Turcotte-Halvorson,misc_pos,75.92,45.8433,-113.8748,b16a1ce85f6e81ffc2353f049e906636,45.931359,-114.773945,4425161475596168
fraud_O'Keefe-Wisoky,food_dining,48.39,40.0987,-84.6342,2f353a5655cd42d55510f25582872343,39.353391,-85.477974,676148621961
fraud_Hyatt-Blick,travel,7.09,34.4793,-87.4769,e43cae170f54eb6690eaa5d83f289e3e,33.997531,-88.152515,30199621383748
"fraud_Dare, Fritsch and Zboncak",health_fitness,108.49,39.6171,-102.4776,cb4407851423c17710c531476a8953dc,39.237223,-103.31908,30373802285317
fraud_Champlin and Sons,home,11.32,33.0771,-99.959,2f8a417b854534322560ba2753553a72,32.831172,-100.669914,3589289942931264
fraud_Ratke and Sons,health_fitness,130.35,35.5762,-91.4539,bd64041085b7eb2a416e5cf2d15f2e19,35.247874,-91.495612,4266200684857219
fraud_Schumm PLC,health_fitness,160.13,42.6315,-75.1866,fc88d91d141c324c043440507c3edf5e,42.768101,-74.370474,4158008602445
fraud_Waelchi-Wolf,kids_pets,31.74,44.0948,-70.239,8726812ed788053459388ecce8cee24e,43.251145,-71.032795,4179719215697782
"fraud_Bernier, Volkman and Hoeger",misc_net,7.75,39.5483,-119.7957,9405b7d7f0ee09dc4b30318749055343,39.013076,-120.009922,3559723917628303
"fraud_Little, Gutmann and Lynch",shopping_net,705.59,43.6849,-71.2551,695c74c63765b5b49f8cd03a0f71969f,43.652736,-70.480378,6523180720198790
fraud_Gerhold LLC,home,83.55,31.6143,-82.7243,5672cf5c0eac85cdbecea958297f39ff,31.547318,-82.003213,180084695172649
"fraud_Hodkiewicz, Prohaska and Paucek",travel,1.77,38.2833,-75.8465,f768da7d582c736acaec6f1bcad32b79,37.849141,-76.052026,4226219726886852999
fraud_Streich Ltd,home,23.09,41.136,-73.7009,2792288571fb8c86245556b982f01e33,41.789803,-73.439798,343746486082492
"fraud_Hettinger, McCullough and Fay",home,4.64,29.0393,-95.4401,91db3dad1650832217ddfdb578a49c92,29.018966,-94.496482,180047222886866
fraud_Pouros-Conroy,shopping_pos,8.42,40.7641,-84.0973,8944d8a490ec549f89782e28de8e65c6,41.188318,-83.382028,577588686219
fraud_Thiel Ltd,travel,6.86,32.955,-92.587,e0d63a09cb544c676028f9870cbf85c0,33.799603,-92.695152,6011581063717667
"fraud_Hoppe, Harris and Bednar",entertainment,8.21,34.1556,-118.2322,009df0a601fb729635a0affdadcb8fe7,34.013779,-118.510795,3500969075198072
"fraud_Gottlieb, Considine and Schultz",shopping_net,724.14,33.6372,-96.6184,e1d1723770f702944afd2ec020fd9df0,34.49659,-96.913335,213113338379864
fraud_Leffler-Goldner,personal_care,182.61,39.2335,-77.1458,69a626e5f2bc92e4fac05a718e032f03,38.331438,-76.835026,4209696857872688515
fraud_McKenzie-Huels,food_dining,71.72,41.064,-72.3366,542803ba220b17e9fe0d8bc9fb2de50c,40.522302,-72.601393,4462038234743679432
"fraud_Zboncak, Rowe and Murazik",shopping_net,8.97,37.8274,-88.6235,e7b63c0b78bee168e9a3420f8ae91b14,37.337578,-88.173413,30103132002433
fraud_Torphy-Kertzmann,health_fitness,12.95,36.6659,-105.4694,2f98824bffbb6420c3b36634d874c828,37.186121,-105.534168,3542162746848552
"fraud_Dare, Casper and Bartoletti",kids_pets,81.4,43.2326,-86.2492,38fda523ebc1c59ac5dc6415e67506e5,43.081302,-86.08506,3564182536169293
fraud_Frami Group,entertainment,183.4,43.4269,-85.2924,26f9e2e67a19bc49245a3457ff24daf5,43.205814,-85.687968,6011329966782895
fraud_Lebsack and Sons,misc_net,5.48,45.604,-94.1591,fcc876ab03df7f3fb56e2556f395e2f9,46.558591,-93.55105,6011477612335392
fraud_Reilly LLC,home,18.2,33.615,-117.7114,bb435a0752069d9330dcd83aab384db8,33.697113,-117.94424,375082648741747
fraud_Dietrich-Fadel,health_fitness,24.73,38.7894,-77.2818,73aa6b3e4b3ecf5f0eb2ab8cc6dc5c91,38.117873,-77.272915,2227671554547514
"fraud_Haley, Batz and Auer",health_fitness,154.7,40.7692,-103.0968,fcbfce72ca62d4e7af57dfb125fc893f,41.09,-102.276338,4725673654161314
fraud_Mohr-Bayer,shopping_net,6.11,41.2419,-81.7453,02279c6f93081047a2141171076a2c6c,41.366822,-82.07651,180017442990269
fraud_Beier-Hyatt,shopping_pos,3.55,41.0001,-78.2357,6e22c3439da3810ddf4c652d490f364a,41.299053,-78.085167,3521417320836166
fraud_Halvorson Group,misc_pos,78.52,43.0048,-108.8964,08f67c9765438973006f8250351d8c1f,42.19313,-108.682054,6502195877055606
fraud_Johns-Hoeger,entertainment,196.56,35.2229,-89.5518,8a9a59005460a3b43724d3c498ce0ecd,36.192759,-89.343596,3598634130286287
fraud_Schroeder Group,health_fitness,35.13,37.6848,-85.8784,4fb8a9944fd1589a21d8af0b3a033e90,38.263447,-86.471079,2296006538441789
fraud_Schiller Ltd,personal_care,101.09,32.2768,-95.3031,d161991668ff448bf906a78cae14b371,31.857802,-95.193328,4244953610136705533
fraud_O'Keefe-Wisoky,food_dining,114.82,45.671,-121.8686,20cf325130671076a90919a1859f0d45,45.087701,-120.919249,3512365128314616
